tree,node,depth,count,is_leaf,feature,condition,left,right,missing_go_to_left,value,threshold,left_categories
68,8,4,6995,False,lag_1,lag_1 <= 0,9.0,10.0,True,-0.4795146324054247,0.0,[]
68,9,5,4679,True,,leaf,,,False,-0.0006946283162119124,,[]
68,10,5,2316,True,,leaf,,,False,-0.0006946283162119124,,[]
68,11,4,1555,True,,leaf,,,False,-0.0006946283162119124,,[]
68,12,1,61122,False,nonzero_12,nonzero_12 <= 0.458333,13.0,18.0,False,-0.02044755610809396,0.45833333333333337,[]
68,13,2,10954,False,month_sin,month_sin <= -6.12323e-17,14.0,15.0,True,-0.15322874863188618,-6.123233995736766e-17,[]
68,14,3,6642,True,,leaf,,,False,-0.0003677663719049901,,[]
68,15,3,4312,False,category,"category in ['0104', '0107', '0811', '1306', '2401', '2403', '2802', '2803', '2901']",16.0,17.0,False,-0.38361869504858864,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2401"", ""2403"", ""2802"", ""2803"", ""2901""]"
68,16,4,550,True,,leaf,,,False,-0.001167281803608977,,[]
68,17,4,3762,True,,leaf,,,False,-0.0007220478759866889,,[]
68,18,2,50168,False,mean_6,mean_6 <= 1.02703,19.0,22.0,False,0.008569492606321496,1.027027027027027,[]
68,19,3,22671,False,category,"category in ['0103', '0105', '0107', '0303', '0808', '1140', '1201', '1203', '1303', '1309', '1510', '2403', '2510', '2601', '2704', '2801', '2802', '2901', '3002']",20.0,21.0,True,-0.02588069309113355,,"[""0103"", ""0105"", ""0107"", ""0303"", ""0808"", ""1140"", ""1201"", ""1203"", ""1303"", ""1309"", ""1510"", ""2403"", ""2510"", ""2601"", ""2704"", ""2801"", ""2802"", ""2901"", ""3002""]"
68,20,4,11520,True,,leaf,,,False,0.0008773696999513942,,[]
68,21,4,11151,True,,leaf,,,False,-0.0025548169562120047,,[]
68,22,3,27497,False,trend_factor,trend_factor <= 0.837107,23.0,24.0,False,0.036972407023666706,0.8371067707910971,[]
68,23,4,3682,True,,leaf,,,False,0.008351630830093899,,[]
68,24,4,23815,False,category,"category in ['0103', '0104', '0107', '0108', '0808', '2401', '2510', '2514', '2601', '2703']",25.0,26.0,False,0.01892969569779643,,"[""0103"", ""0104"", ""0107"", ""0108"", ""0808"", ""2401"", ""2510"", ""2514"", ""2601"", ""2703""]"
68,25,5,4356,True,,leaf,,,False,0.0055291327955105584,,[]
68,26,5,19459,False,log_scale,log_scale <= 5.41647,27.0,28.0,True,-0.0034413683291386306,5.416470704004615,[]
68,27,6,16949,True,,leaf,,,False,-0.001274732883208024,,[]
68,28,6,2510,True,,leaf,,,False,0.004127104704762583,,[]
69,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,14.0,False,0.0,0.29166666666666663,[]
69,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,5.0,True,-0.538467696741654,0.5,[]
69,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
69,3,3,719,True,,leaf,,,False,-0.0006598969004013169,,[]
69,4,3,14384,True,,leaf,,,False,-0.0006598969004013169,,[]
69,5,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",6.0,9.0,False,-0.3637007794311165,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
69,6,3,1319,False,mean_3,mean_3 <= 1.71429,7.0,8.0,True,-0.011286681715575621,1.7142857142857142,[]
69,7,4,804,True,,leaf,,,False,-0.0006598969004013169,,[]
69,8,4,515,True,,leaf,,,False,0.046840103099598684,,[]
69,9,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,10.0,13.0,True,-0.4179906542056075,1.471275021423019,[]
69,10,4,6995,False,lag_1,lag_1 <= 0,11.0,12.0,True,-0.4795146324054247,0.0,[]
69,11,5,4679,True,,leaf,,,False,-0.0006598969004013169,,[]
69,12,5,2316,True,,leaf,,,False,-0.0006598969004013169,,[]
69,13,4,1555,True,,leaf,,,False,-0.0006598969004013169,,[]
69,14,1,61122,False,nonzero_12,nonzero_12 <= 0.458333,15.0,20.0,False,-0.021134593993325918,0.45833333333333337,[]
69,15,2,10954,False,month_sin,month_sin <= -6.12323e-17,16.0,17.0,True,-0.15322874863188618,-6.123233995736766e-17,[]
69,16,3,6642,True,,leaf,,,False,-0.0003493780533097429,,[]
69,17,3,4312,False,category,"category in ['0104', '0107', '0811', '1306', '2401', '2403', '2802', '2803', '2901']",18.0,19.0,False,-0.38361869504858864,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2401"", ""2403"", ""2802"", ""2803"", ""2901""]"
69,18,4,550,True,,leaf,,,False,-0.0011089177134285281,,[]
69,19,4,3762,True,,leaf,,,False,-0.0006859454821873544,,[]
69,20,2,50168,False,lag_3,lag_3 <= 0.520967,21.0,24.0,False,0.007732472398262187,0.5209669462259497,[]
69,21,3,15377,False,category,"category in ['0105', '0108', '0201', '0302', '0811', '1305', '1306', '1501', '2004', '2401', '2402', '2514', '2702', '2703', '2803', '2901', '2902', 'прочее']",22.0,23.0,False,-0.03827906674465458,,"[""0105"", ""0108"", ""0201"", ""0302"", ""0811"", ""1305"", ""1306"", ""1501"", ""2004"", ""2401"", ""2402"", ""2514"", ""2702"", ""2703"", ""2803"", ""2901"", ""2902"", ""прочее""]"
69,22,4,6728,True,,leaf,,,False,-0.003333237624302191,,[]
69,23,4,8649,True,,leaf,,,False,0.0005565885008761788,,[]
69,24,3,34791,False,category,"category in ['0104', '0111', '0303', '1140', '1203', '1305', '1306', '1309', '1501', '1510', '2004', '2402', '2502', '2506', '2803', '2902', '3002', 'прочее']",25.0,28.0,False,0.028073905922243615,,"[""0104"", ""0111"", ""0303"", ""1140"", ""1203"", ""1305"", ""1306"", ""1309"", ""1501"", ""1510"", ""2004"", ""2402"", ""2502"", ""2506"", ""2803"", ""2902"", ""3002"", ""прочее""]"
69,25,4,12544,False,month_cos,month_cos <= -6.12323e-17,26.0,27.0,False,-0.022622271785884978,-6.123233995736765e-17,[]
69,26,5,6006,True,,leaf,,,False,0.0020699058767696134,,[]
69,27,5,6538,True,,leaf,,,False,-0.002927576861049315,,[]
69,28,4,22247,True,,leaf,,,False,0.002402074509683827,,[]
70,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,20.0,False,0.0,0.29166666666666663,[]
70,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.538467696741654,0.5,[]
70,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
70,3,3,719,True,,leaf,,,False,-0.000626902055381251,,[]
70,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
70,5,4,1928,True,,leaf,,,False,-0.000626902055381251,,[]
70,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
70,7,5,7684,True,,leaf,,,False,-0.000626902055381251,,[]
70,8,5,4772,True,,leaf,,,False,-0.000626902055381251,,[]
70,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.3637007794311165,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
70,10,3,1319,False,mean_3,mean_3 <= 1.71429,11.0,12.0,True,-0.011286681715575621,1.7142857142857142,[]
70,11,4,804,True,,leaf,,,False,-0.000626902055381251,,[]
70,12,4,515,True,,leaf,,,False,0.04449809794461875,,[]
70,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,17.0,True,-0.4179906542056075,1.471275021423019,[]
70,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
70,15,5,4679,True,,leaf,,,False,-0.000626902055381251,,[]
70,16,5,2316,True,,leaf,,,False,-0.000626902055381251,,[]
70,17,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,18.0,19.0,True,-0.13993610223642172,0.20833333333333331,[]
70,18,5,838,True,,leaf,,,False,-0.000626902055381251,,[]
70,19,5,717,True,,leaf,,,False,0.013657909504769129,,[]
70,20,1,61122,False,nonzero_12,nonzero_12 <= 0.458333,21.0,26.0,False,-0.02123274226264477,0.45833333333333337,[]
70,21,2,10954,False,month_sin,month_sin <= -6.12323e-17,22.0,23.0,True,-0.15322874863188618,-6.123233995736766e-17,[]
70,22,3,6642,True,,leaf,,,False,-0.0003319091506442579,,[]
70,23,3,4312,False,category,"category in ['0104', '0107', '0811', '1306', '2401', '2403', '2802', '2803', '2901']",24.0,25.0,False,-0.38361869504858864,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2401"", ""2403"", ""2802"", ""2803"", ""2901""]"
70,24,4,550,True,,leaf,,,False,-0.0010534718277571016,,[]
70,25,4,3762,True,,leaf,,,False,-0.0006516482080779866,,[]
70,26,2,50168,False,mean_6,mean_6 <= 1.92467,27.0,28.0,True,0.0076128980828251425,1.9246704331450095,[]
70,27,3,47181,True,,leaf,,,False,4.384101821264253e-06,,[]
70,28,3,2987,True,,leaf,,,False,0.009067075281500704,,[]
71,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
71,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5385477543831558,0.5,[]
71,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
71,3,3,719,True,,leaf,,,False,-0.0005955569526121885,,[]
71,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
71,5,4,1928,True,,leaf,,,False,-0.0005955569526121885,,[]
71,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
71,7,5,7684,True,,leaf,,,False,-0.0005955569526121885,,[]
71,8,5,4772,True,,leaf,,,False,-0.0005955569526121885,,[]
71,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.3639032290717684,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
71,10,3,1319,False,mean_3,mean_3 <= 1.71429,11.0,12.0,True,-0.012791572610985704,1.7142857142857142,[]
71,11,4,804,True,,leaf,,,False,-0.0005955569526121885,,[]
71,12,4,515,True,,leaf,,,False,0.042273193047387816,,[]
71,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,19.0,True,-0.4179906542056075,1.471275021423019,[]
71,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
71,15,5,4679,True,,leaf,,,False,-0.0005955569526121885,,[]
71,16,5,2316,False,mean_6,mean_6 <= 1.95556,17.0,18.0,True,-0.32244196044711954,1.9555555555555555,[]
71,17,6,1665,True,,leaf,,,False,-0.0005955569526121885,,[]
71,18,6,651,True,,leaf,,,False,-0.0005955569526121885,,[]
71,19,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.13993610223642172,0.20833333333333331,[]
71,20,5,838,True,,leaf,,,False,-0.0005955569526121885,,[]
71,21,5,717,True,,leaf,,,False,0.01297501402953067,,[]
71,22,1,61122,False,nonzero_12,nonzero_12 <= 0.458333,23.0,28.0,False,-0.02155990316037427,0.45833333333333337,[]
71,23,2,10954,False,month_sin,month_sin <= -6.12323e-17,24.0,25.0,True,-0.15304633345494345,-6.123233995736766e-17,[]
71,24,3,6642,True,,leaf,,,False,-0.0003153136931120432,,[]
71,25,3,4312,False,category,"category in ['0104', '0107', '0811', '1306', '2401', '2403', '2802', '2803', '2901']",26.0,27.0,False,-0.38361869504858864,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2401"", ""2403"", ""2802"", ""2803"", ""2901""]"
71,26,4,550,True,,leaf,,,False,-0.0010007982363692465,,[]
71,27,4,3762,True,,leaf,,,False,-0.0006190657976740873,,[]
71,28,2,50168,True,,leaf,,,False,0.0002872029262531634,,[]
72,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
72,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5387879273076616,0.5,[]
72,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
72,3,3,719,True,,leaf,,,False,-0.0005657791049815791,,[]
72,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
72,5,4,1928,True,,leaf,,,False,-0.0005657791049815791,,[]
72,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
72,7,5,7684,True,,leaf,,,False,-0.0005657791049815791,,[]
72,8,5,4772,True,,leaf,,,False,-0.0005657791049815791,,[]
72,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.36451057799372405,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
72,10,3,1319,False,lag_1,lag_1 <= 0.328859,11.0,12.0,True,-0.01580135440180587,0.3288590604026846,[]
72,11,4,686,True,,leaf,,,False,-0.0005657791049815791,,[]
72,12,4,633,True,,leaf,,,False,0.04943422089501842,,[]
72,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,19.0,True,-0.4182242990654206,1.471275021423019,[]
72,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
72,15,5,4679,True,,leaf,,,False,-0.0005657791049815791,,[]
72,16,5,2316,False,mean_6,mean_6 <= 1.95556,17.0,18.0,True,-0.32244196044711954,1.9555555555555555,[]
72,17,6,1665,True,,leaf,,,False,-0.0005657791049815791,,[]
72,18,6,651,True,,leaf,,,False,-0.0005657791049815791,,[]
72,19,4,1555,False,nonzero_12,nonzero_12 <= 0.208333,20.0,21.0,True,-0.1412140575079872,0.20833333333333331,[]
72,20,5,838,True,,leaf,,,False,-0.0005657791049815791,,[]
72,21,5,717,True,,leaf,,,False,0.012326263328054136,,[]
72,22,1,61122,False,nonzero_12,nonzero_12 <= 0.458333,23.0,28.0,False,-0.021756199699011974,0.45833333333333337,[]
72,23,2,10954,False,month_sin,month_sin <= -6.12323e-17,24.0,25.0,True,-0.15286391827800072,-6.123233995736766e-17,[]
72,24,3,6642,True,,leaf,,,False,-0.0002995480084564434,,[]
72,25,3,4312,False,category,"category in ['0104', '0107', '0811', '1306', '2401', '2403', '2802', '2803', '2901']",26.0,27.0,False,-0.38361869504858864,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2401"", ""2403"", ""2802"", ""2803"", ""2901""]"
72,26,4,550,True,,leaf,,,False,-0.0009507583245507846,,[]
72,27,4,3762,True,,leaf,,,False,-0.000588112507790383,,[]
72,28,2,50168,True,,leaf,,,False,0.00027284277994050755,,[]
73,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,16.0,False,0.0,0.29166666666666663,[]
73,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5389480425906653,0.5,[]
73,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
73,3,3,719,True,,leaf,,,False,-0.0005374901497325001,,[]
73,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
73,5,4,1928,True,,leaf,,,False,-0.0005374901497325001,,[]
73,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
73,7,5,7684,True,,leaf,,,False,-0.0005374901497325001,,[]
73,8,5,4772,True,,leaf,,,False,-0.0005374901497325001,,[]
73,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,11.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
73,10,3,1319,True,,leaf,,,False,-0.0005374901497325001,,[]
73,11,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,12.0,15.0,True,-0.41845794392523367,1.471275021423019,[]
73,12,4,6995,False,lag_1,lag_1 <= 0,13.0,14.0,True,-0.4795146324054247,0.0,[]
73,13,5,4679,True,,leaf,,,False,-0.0005374901497325001,,[]
73,14,5,2316,True,,leaf,,,False,-0.0005374901497325001,,[]
73,15,4,1555,True,,leaf,,,False,-0.0005374901497325001,,[]
73,16,1,61122,False,lag_3,lag_3 <= 0.0703812,17.0,22.0,False,-0.016717921873977623,0.07038123167155425,[]
73,17,2,12174,False,month_sin,month_sin <= 0.25,18.0,19.0,True,-0.12820091923834537,0.25000000000000006,[]
73,18,3,6947,True,,leaf,,,False,-0.0009615080017796027,,[]
73,19,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,20.0,21.0,False,-0.2426962001145694,0.45833333333333337,[]
73,20,4,2199,True,,leaf,,,False,-0.00017218764291079182,,[]
73,21,4,3028,True,,leaf,,,False,-0.002391708806917761,,[]
73,22,2,48948,False,mean_6,mean_6 <= 1.90476,23.0,28.0,True,0.011029862330977573,1.9047619047619049,[]
73,23,3,43887,False,log_scale,log_scale <= 0.949081,24.0,27.0,False,-0.00020502540036904573,0.9490805546971459,[]
73,24,4,3740,False,category,"category in ['0104', '0107', '0811', '1203', '1303', '1305', '2510', '2704', 'прочее']",25.0,26.0,False,-0.11413333333333334,,"[""0104"", ""0107"", ""0811"", ""1203"", ""1303"", ""1305"", ""2510"", ""2704"", ""прочее""]"
73,25,5,607,True,,leaf,,,False,0.01932717033940604,,[]
73,26,5,3133,True,,leaf,,,False,-0.003144392283077012,,[]
73,27,4,40147,True,,leaf,,,False,0.00025648449043046416,,[]
73,28,3,5061,True,,leaf,,,False,0.009493282857579966,,[]
74,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,18.0,False,0.0,0.29166666666666663,[]
74,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5389480425906653,0.5,[]
74,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
74,3,3,719,True,,leaf,,,False,-0.0005106156422458752,,[]
74,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
74,5,4,1928,True,,leaf,,,False,-0.0005106156422458752,,[]
74,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
74,7,5,7684,True,,leaf,,,False,-0.0005106156422458752,,[]
74,8,5,4772,True,,leaf,,,False,-0.0005106156422458752,,[]
74,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,11.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
74,10,3,1319,True,,leaf,,,False,-0.0005106156422458752,,[]
74,11,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,12.0,17.0,True,-0.41845794392523367,1.471275021423019,[]
74,12,4,6995,False,lag_1,lag_1 <= 0,13.0,14.0,True,-0.4795146324054247,0.0,[]
74,13,5,4679,True,,leaf,,,False,-0.0005106156422458752,,[]
74,14,5,2316,False,mean_6,mean_6 <= 1.95556,15.0,16.0,True,-0.32244196044711954,1.9555555555555555,[]
74,15,6,1665,True,,leaf,,,False,-0.0005106156422458752,,[]
74,16,6,651,True,,leaf,,,False,-0.0005106156422458752,,[]
74,17,4,1555,True,,leaf,,,False,-0.0005106156422458752,,[]
74,18,1,61122,False,lag_3,lag_3 <= 0.0703812,19.0,24.0,False,-0.017143231041025976,0.07038123167155425,[]
74,19,2,12174,False,month_sin,month_sin <= 0.25,20.0,21.0,True,-0.12672357189757058,0.25000000000000006,[]
74,20,3,6947,True,,leaf,,,False,-0.0009134326016906225,,[]
74,21,3,5227,False,nonzero_12,nonzero_12 <= 0.458333,22.0,23.0,False,-0.2411686079816689,0.45833333333333337,[]
74,22,4,2199,True,,leaf,,,False,-0.00016357826076525222,,[]
74,23,4,3028,True,,leaf,,,False,-0.002272123366571873,,[]
74,24,2,48948,False,mean_6,mean_6 <= 1.95556,25.0,28.0,True,0.010131132807712733,1.9555555555555555,[]
74,25,3,44364,False,log_scale,log_scale <= 0.949081,26.0,27.0,False,4.5071438229593905e-05,0.9490805546971459,[]
74,26,4,3743,True,,leaf,,,False,-0.0024808846302447145,,[]
74,27,4,40621,True,,leaf,,,False,0.0002579266330981489,,[]
74,28,3,4584,True,,leaf,,,False,0.009604943013155627,,[]
75,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,22.0,False,0.0,0.29166666666666663,[]
75,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5389480425906653,0.5,[]
75,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
75,3,3,719,True,,leaf,,,False,-0.0004850848601335813,,[]
75,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
75,5,4,1928,True,,leaf,,,False,-0.0004850848601335813,,[]
75,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
75,7,5,7684,True,,leaf,,,False,-0.0004850848601335813,,[]
75,8,5,4772,True,,leaf,,,False,-0.0004850848601335813,,[]
75,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,13.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
75,10,3,1319,False,lag_1,lag_1 <= 0.328859,11.0,12.0,True,-0.01730624529721595,0.3288590604026846,[]
75,11,4,686,True,,leaf,,,False,-0.0004850848601335813,,[]
75,12,4,633,True,,leaf,,,False,0.04701491513986642,,[]
75,13,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,14.0,19.0,True,-0.41845794392523367,1.471275021423019,[]
75,14,4,6995,False,lag_1,lag_1 <= 0,15.0,16.0,True,-0.4795146324054247,0.0,[]
75,15,5,4679,True,,leaf,,,False,-0.0004850848601335813,,[]
75,16,5,2316,False,mean_6,mean_6 <= 1.95556,17.0,18.0,True,-0.32244196044711954,1.9555555555555555,[]
75,17,6,1665,True,,leaf,,,False,-0.0004850848601335813,,[]
75,18,6,651,True,,leaf,,,False,-0.0004850848601335813,,[]
75,19,4,1555,False,category,"category in ['1302', '1303', '2004', '2801']",20.0,21.0,False,-0.14249201277955273,,"[""1302"", ""1303"", ""2004"", ""2801""]"
75,20,5,333,True,,leaf,,,False,0.08408378402267892,,[]
75,21,5,1222,True,,leaf,,,False,-0.0004850848601335813,,[]
75,22,1,61122,False,nonzero_12,nonzero_12 <= 0.458333,23.0,28.0,False,-0.02028397565922921,0.45833333333333337,[]
75,23,2,10954,False,month_sin,month_sin <= -6.12323e-17,24.0,25.0,True,-0.1375410434148121,-6.123233995736766e-17,[]
75,24,3,6642,True,,leaf,,,False,-0.00033880946214936427,,[]
75,25,3,4312,False,category,"category in ['0104', '0107', '0811', '1306', '2401', '2802', '2803', '2901']",26.0,27.0,False,-0.34474780194354465,,"[""0104"", ""0107"", ""0811"", ""1306"", ""2401"", ""2802"", ""2803"", ""2901""]"
75,26,4,527,True,,leaf,,,False,-3.6376467235282876e-06,,[]
75,27,4,3785,True,,leaf,,,False,-0.0005495630956959743,,[]
75,28,2,50168,True,,leaf,,,False,0.0002135657614411935,,[]
76,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,16.0,False,0.0,0.29166666666666663,[]
76,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,9.0,True,-0.5389480425906653,0.5,[]
76,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
76,3,3,719,True,,leaf,,,False,-0.0004608306171269023,,[]
76,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
76,5,4,1928,True,,leaf,,,False,-0.0004608306171269023,,[]
76,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,8.0,True,-0.6484838761431092,0.25000000000000006,[]
76,7,5,7684,True,,leaf,,,False,-0.0004608306171269023,,[]
76,8,5,4772,True,,leaf,,,False,-0.0004608306171269023,,[]
76,9,2,9869,False,category,"category in ['0104', '0201', '0203', '1501', '2401', '2502', '2514', '2703', '2704', '2802', '2901', '3001']",10.0,11.0,False,-0.3649154772750278,,"[""0104"", ""0201"", ""0203"", ""1501"", ""2401"", ""2502"", ""2514"", ""2703"", ""2704"", ""2802"", ""2901"", ""3001""]"
76,10,3,1319,True,,leaf,,,False,-0.0004608306171269023,,[]
76,11,3,8550,False,baseline_ratio,baseline_ratio <= 1.47128,12.0,15.0,True,-0.41845794392523367,1.471275021423019,[]
76,12,4,6995,False,lag_1,lag_1 <= 0,13.0,14.0,True,-0.4795146324054247,0.0,[]
76,13,5,4679,True,,leaf,,,False,-0.0004608306171269023,,[]
76,14,5,2316,True,,leaf,,,False,-0.0004608306171269023,,[]
76,15,4,1555,True,,leaf,,,False,-0.0004608306171269023,,[]
76,16,1,61122,False,lag_3,lag_3 <= 0.0703812,17.0,22.0,False,-0.017993849375122686,0.07038123167155425,[]
