tree,node,depth,count,is_leaf,feature,condition,left,right,missing_go_to_left,value,threshold,left_categories
125,28,2,58520,True,,leaf,,,False,-5.9333259037597236e-05,,[]
126,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
126,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5419902329677367,0.5,[]
126,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
126,3,3,719,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
126,5,4,1928,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
126,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
126,8,6,6568,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,9,6,1116,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,10,5,4772,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,11,2,9869,False,lag_1,lag_1 <= 0.370813,12.0,17.0,True,-0.37260856361979955,0.3708125570615914,[]
126,12,3,6417,False,baseline_ratio,baseline_ratio <= 1.47128,13.0,16.0,True,-0.46351330325190604,1.471275021423019,[]
126,13,4,5238,False,category,"category in ['0105', '0108', '0111', '0302', '1302', '1303', '1304', '1306', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",14.0,15.0,True,-0.5240091463414634,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1302"", ""1303"", ""1304"", ""1306"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
126,14,5,4059,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,15,5,1179,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,16,4,1179,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,17,3,3452,False,month_sin,month_sin <= -6.12323e-17,18.0,23.0,True,-0.2027729636048527,-6.123233995736766e-17,[]
126,18,4,2406,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.10264900662251655,1.9246704331450095,[]
126,19,5,1567,False,category,"category in ['0104', '1302', '1303', '1305', '2004', '2502', '2506', '2514', '2703', '2802', '2901']",20.0,21.0,False,-0.21623335447051364,,"[""0104"", ""1302"", ""1303"", ""1305"", ""2004"", ""2502"", ""2506"", ""2514"", ""2703"", ""2802"", ""2901""]"
126,20,6,495,True,,leaf,,,False,0.011570781531137367,,[]
126,21,6,1072,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,22,5,839,True,,leaf,,,False,0.026048897440083752,,[]
126,23,4,1046,False,category,"category in ['0104', '0811', '2901']",24.0,25.0,False,-0.42992424242424243,,"[""0104"", ""0811"", ""2901""]"
126,24,5,115,True,,leaf,,,False,0.015145304010340067,,[]
126,25,5,931,True,,leaf,,,False,-3.5458600441582046e-05,,[]
126,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.0026500032716089772,0.0,[]
126,27,2,2602,True,,leaf,,,False,6.59470163026882e-06,,[]
126,28,2,58520,True,,leaf,,,False,-5.6366596085719035e-05,,[]
127,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
127,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5421503482507405,0.5,[]
127,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
127,3,3,719,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
127,5,4,1928,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
127,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
127,8,6,6568,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,9,6,1116,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,10,5,4772,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,11,2,9869,False,month_sin,month_sin <= 0.25,12.0,23.0,True,-0.3730134629011034,0.25000000000000006,[]
127,12,3,6752,False,lag_1,lag_1 <= 0.370813,13.0,18.0,True,-0.2883762200532387,0.3708125570615914,[]
127,13,4,4211,False,nonzero_12,nonzero_12 <= 0.208333,14.0,17.0,True,-0.39113954039327176,0.20833333333333331,[]
127,14,5,2883,False,category,"category in ['0105', '0108', '0111', '0302', '1304', '1305', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",15.0,16.0,True,-0.47805046664362255,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1304"", ""1305"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
127,15,6,1931,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,16,6,952,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,17,5,1328,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,18,4,2541,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.11720893767150137,1.9246704331450095,[]
127,19,5,1684,False,category,"category in ['0105', '0302', '0811', '1306', '1501', '2801', '2803', '3002', 'прочее']",20.0,21.0,True,-0.23022432113341204,,"[""0105"", ""0302"", ""0811"", ""1306"", ""1501"", ""2801"", ""2803"", ""3002"", ""прочее""]"
127,20,6,1023,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,21,6,661,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,22,5,857,True,,leaf,,,False,0.024746452568079568,,[]
127,23,3,3117,False,category,"category in ['0103', '0104', '0201', '0203', '0811', '1305', '2506', '2901']",24.0,25.0,False,-0.5548448992644708,,"[""0103"", ""0104"", ""0201"", ""0203"", ""0811"", ""1305"", ""2506"", ""2901""]"
127,24,4,398,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,25,4,2719,True,,leaf,,,False,-3.3685670419502947e-05,,[]
127,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.0027481515409278285,0.0,[]
127,27,2,2602,True,,leaf,,,False,6.264966548755379e-06,,[]
127,28,2,58520,True,,leaf,,,False,-5.3548266281430726e-05,,[]
128,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
128,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5424705788167481,0.5,[]
128,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
128,3,3,719,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
128,5,4,1928,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
128,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
128,8,6,6568,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,9,6,1116,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,10,5,4772,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,11,2,9869,False,month_sin,month_sin <= 0.25,12.0,23.0,True,-0.3738232614637109,0.25000000000000006,[]
128,12,3,6752,False,lag_1,lag_1 <= 0.370813,13.0,18.0,True,-0.28955930198166224,0.3708125570615914,[]
128,13,4,4211,False,nonzero_12,nonzero_12 <= 0.208333,14.0,17.0,True,-0.39113954039327176,0.20833333333333331,[]
128,14,5,2883,False,category,"category in ['0105', '0108', '0111', '0302', '1304', '1305', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",15.0,16.0,True,-0.47805046664362255,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1304"", ""1305"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
128,15,6,1931,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,16,6,952,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,17,5,1328,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,18,4,2541,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.12034496275970208,1.9246704331450095,[]
128,19,5,1684,False,category,"category in ['0105', '0302', '0811', '1306', '1501', '2801', '2803', '3002', 'прочее']",20.0,21.0,True,-0.23022432113341204,,"[""0105"", ""0302"", ""0811"", ""1306"", ""1501"", ""2801"", ""2803"", ""3002"", ""прочее""]"
128,20,6,1023,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,21,6,661,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,22,5,857,True,,leaf,,,False,0.02350912993967559,,[]
128,23,3,3117,False,category,"category in ['0103', '0104', '0201', '0203', '0811', '1305', '2506', '2901']",24.0,25.0,False,-0.5548448992644708,,"[""0103"", ""0104"", ""0201"", ""0203"", ""0811"", ""1305"", ""2506"", ""2901""]"
128,24,4,398,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,25,4,2719,True,,leaf,,,False,-3.20013868985278e-05,,[]
128,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.003206176797749133,0.0,[]
128,27,2,2602,True,,leaf,,,False,5.95171822131761e-06,,[]
128,28,2,58520,True,,leaf,,,False,-5.0870852967360716e-05,,[]
129,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
129,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5426306940997518,0.5,[]
129,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
129,3,3,719,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
129,5,4,1928,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
129,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
129,8,6,6568,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,9,6,1116,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,10,5,4772,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,11,2,9869,False,month_sin,month_sin <= 0.25,12.0,23.0,True,-0.3742281607450147,0.25000000000000006,[]
129,12,3,6752,False,lag_1,lag_1 <= 0.370813,13.0,18.0,True,-0.290150842945874,0.3708125570615914,[]
129,13,4,4211,False,nonzero_12,nonzero_12 <= 0.208333,14.0,17.0,True,-0.39113954039327176,0.20833333333333331,[]
129,14,5,2883,False,category,"category in ['0105', '0108', '0111', '0302', '1304', '1305', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",15.0,16.0,True,-0.47805046664362255,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1304"", ""1305"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
129,15,6,1931,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,16,6,952,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,17,5,1328,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,18,4,2541,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.12191297530380243,1.9246704331450095,[]
129,19,5,1684,False,category,"category in ['0105', '0302', '0811', '1306', '1501', '2801', '2803', '3002', 'прочее']",20.0,21.0,True,-0.23022432113341204,,"[""0105"", ""0302"", ""0811"", ""1306"", ""1501"", ""2801"", ""2803"", ""3002"", ""прочее""]"
129,20,6,1023,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,21,6,661,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,22,5,857,True,,leaf,,,False,0.022333673442691812,,[]
129,23,3,3117,False,category,"category in ['0103', '0104', '0201', '0203', '0811', '1305', '2506', '2901']",24.0,25.0,False,-0.5548448992644708,,"[""0103"", ""0104"", ""0201"", ""0203"", ""0811"", ""1305"", ""2506"", ""2901""]"
129,24,4,398,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,25,4,2719,True,,leaf,,,False,-3.0401317553601408e-05,,[]
129,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.003206176797749133,0.0,[]
129,27,2,2602,True,,leaf,,,False,5.65413231025173e-06,,[]
129,28,2,58520,True,,leaf,,,False,-4.832731031899074e-05,,[]
130,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
130,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5427908093827556,0.5,[]
130,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
130,3,3,719,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
130,5,4,1928,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
130,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
130,8,6,6568,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,9,6,1116,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,10,5,4772,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,11,2,9869,False,month_sin,month_sin <= 0.25,12.0,23.0,True,-0.37463306002631847,0.25000000000000006,[]
130,12,3,6752,False,lag_1,lag_1 <= 0.370813,13.0,18.0,True,-0.2907423839100858,0.3708125570615914,[]
130,13,4,4211,False,nonzero_12,nonzero_12 <= 0.208333,14.0,17.0,True,-0.39113954039327176,0.20833333333333331,[]
130,14,5,2883,False,category,"category in ['0105', '0108', '0111', '0302', '1304', '1305', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",15.0,16.0,True,-0.47805046664362255,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1304"", ""1305"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
130,15,6,1931,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,16,6,952,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,17,5,1328,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,18,4,2541,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.12348098784790279,1.9246704331450095,[]
130,19,5,1684,False,category,"category in ['0105', '0302', '0811', '1306', '1501', '2801', '2803', '3002', 'прочее']",20.0,21.0,True,-0.23022432113341204,,"[""0105"", ""0302"", ""0811"", ""1306"", ""1501"", ""2801"", ""2803"", ""3002"", ""прочее""]"
130,20,6,1023,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,21,6,661,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,22,5,857,True,,leaf,,,False,0.02121698977055722,,[]
130,23,3,3117,False,category,"category in ['0103', '0104', '0201', '0203', '0811', '1305', '2506', '2901']",24.0,25.0,False,-0.5548448992644708,,"[""0103"", ""0104"", ""0201"", ""0203"", ""0811"", ""1305"", ""2506"", ""2901""]"
130,24,4,398,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,25,4,2719,True,,leaf,,,False,-2.8881251675921338e-05,,[]
130,26,1,61122,False,mean_3,mean_3 <= 0,27.0,28.0,False,0.0033370411568409346,0.0,[]
130,27,2,2602,True,,leaf,,,False,5.371425694739143e-06,,[]
130,28,2,58520,True,,leaf,,,False,-4.5910944803043146e-05,,[]
131,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
131,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5428708670242575,0.5,[]
131,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
131,3,3,719,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
131,5,4,1928,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
131,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
131,8,6,6568,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,9,6,1116,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,10,5,4772,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,11,2,9869,False,month_sin,month_sin <= 0.25,12.0,23.0,True,-0.3748355096669703,0.25000000000000006,[]
131,12,3,6752,False,lag_1,lag_1 <= 0.370813,13.0,18.0,True,-0.29103815439219166,0.3708125570615914,[]
131,13,4,4211,False,nonzero_12,nonzero_12 <= 0.208333,14.0,17.0,True,-0.39113954039327176,0.20833333333333331,[]
131,14,5,2883,False,category,"category in ['0105', '0108', '0111', '0302', '1304', '1305', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",15.0,16.0,True,-0.47805046664362255,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1304"", ""1305"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
131,15,6,1931,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,16,6,952,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,17,5,1328,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,18,4,2541,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.12426499411995295,1.9246704331450095,[]
131,19,5,1684,False,category,"category in ['0105', '0302', '0811', '1306', '1501', '2801', '2803', '3002', 'прочее']",20.0,21.0,True,-0.23022432113341204,,"[""0105"", ""0302"", ""0811"", ""1306"", ""1501"", ""2801"", ""2803"", ""3002"", ""прочее""]"
131,20,6,1023,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,21,6,661,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,22,5,857,True,,leaf,,,False,0.020156140282029358,,[]
131,23,3,3117,False,category,"category in ['0103', '0104', '0201', '0203', '0811', '1305', '2506', '2901']",24.0,25.0,False,-0.5548448992644708,,"[""0103"", ""0104"", ""0201"", ""0203"", ""0811"", ""1305"", ""2506"", ""2901""]"
131,24,4,398,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,25,4,2719,True,,leaf,,,False,-2.7437189092125274e-05,,[]
131,26,1,61122,False,baseline_ratio,baseline_ratio <= 1.00837,27.0,28.0,False,-0.0006543217954590067,1.0083690068604771,[]
131,27,2,29824,True,,leaf,,,False,-0.0002267697224630716,,[]
131,28,2,31298,True,,leaf,,,False,0.0004899699792666681,,[]
132,0,0,86094,False,nonzero_12,nonzero_12 <= 0.291667,1.0,26.0,False,0.0,0.29166666666666663,[]
132,1,1,24972,False,mean_6,mean_6 <= 0.5,2.0,11.0,True,-0.5429509246657593,0.5,[]
132,2,2,15103,False,category,"category in ['0104', '0811', '1309', '2403', '2502', '2506', '2901']",3.0,4.0,False,-0.6523522794944749,,"[""0104"", ""0811"", ""1309"", ""2403"", ""2502"", ""2506"", ""2901""]"
132,3,3,719,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,4,3,14384,False,category,"category in ['0105', '1510', '2401', '2702', '2801', 'прочее']",5.0,6.0,False,-0.6725024315687091,,"[""0105"", ""1510"", ""2401"", ""2702"", ""2801"", ""прочее""]"
132,5,4,1928,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,6,4,12456,False,month_sin,month_sin <= 0.25,7.0,10.0,True,-0.6484838761431092,0.25000000000000006,[]
132,7,5,7684,False,nonzero_12,nonzero_12 <= 0.208333,8.0,9.0,True,-0.5981284117494151,0.20833333333333331,[]
132,8,6,6568,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,9,6,1116,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,10,5,4772,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,11,2,9869,False,month_sin,month_sin <= 0.25,12.0,23.0,True,-0.37503795930762224,0.25000000000000006,[]
132,12,3,6752,False,lag_1,lag_1 <= 0.370813,13.0,18.0,True,-0.29133392487429755,0.3708125570615914,[]
132,13,4,4211,False,nonzero_12,nonzero_12 <= 0.208333,14.0,17.0,True,-0.39113954039327176,0.20833333333333331,[]
132,14,5,2883,False,category,"category in ['0105', '0108', '0111', '0302', '1304', '1305', '2004', '2402', '2702', '2703', '2801', '3002', 'прочее']",15.0,16.0,True,-0.47805046664362255,,"[""0105"", ""0108"", ""0111"", ""0302"", ""1304"", ""1305"", ""2004"", ""2402"", ""2702"", ""2703"", ""2801"", ""3002"", ""прочее""]"
132,15,6,1931,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,16,6,952,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,17,5,1328,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,18,4,2541,False,mean_6,mean_6 <= 1.92467,19.0,22.0,True,-0.12504900039200315,1.9246704331450095,[]
132,19,5,1684,False,category,"category in ['0105', '0302', '0811', '1306', '1501', '2801', '2803', '3002', 'прочее']",20.0,21.0,True,-0.23022432113341204,,"[""0105"", ""0302"", ""0811"", ""1306"", ""1501"", ""2801"", ""2803"", ""3002"", ""прочее""]"
132,20,6,1023,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,21,6,661,True,,leaf,,,False,-2.606532963751901e-05,,[]
132,22,5,857,True,,leaf,,,False,0.01914833326792789,,[]
